0,1,2,3,4,5,6
1739365098820.1682,0.0,0.0,0.0,0.0,0.0,0.0
1739365098820.6716,0.0,0.0,0.0,0.0,0.0,0.0
1739365098821.175,0.0,0.0,0.0,0.0,0.0,0.0
1739365098821.6785,0.0,0.0,0.0,0.0,0.0,0.0
1739365098822.1816,0.0,0.0,0.0,0.0,0.0,0.0
1739365098822.685,0.0,0.0,0.0,0.0,0.0,0.0
1739365098823.1885,0.0,0.0,0.0,0.0,0.0,0.0
1739365098823.692,0.0,0.0,0.0,0.0,0.0,0.0
1739365098824.195,0.0,0.0,0.0,0.0,0.0,0.0
1739365098824.6985,0.0,0.0,0.0,0.0,0.0,0.0
1739365098825.202,0.0,0.0,0.0,0.0,0.0,0.0
1739365098825.7053,0.0,0.0,0.0,0.0,0.0,0.0
1739365098826.2087,0.0,0.0,0.0,0.0,0.0,0.0
1739365098826.712,0.0,0.0,0.0,0.0,0.0,0.0
1739365098827.2153,0.0,0.0,0.0,0.0,0.0,0.0
1739365098827.7188,0.0,0.0,0.0,0.0,0.0,0.0
1739365098828.2222,0.0,0.0,0.0,0.0,0.0,0.0
1739365098828.7253,-3.8189784390851855e-05,9.475660590396728e-06,1.4644203474745154e-05,3.7328361486288486e-06,-3.991262929048389e-05,-2.6129853722522967e-05
1739365098829.2288,-4.56874149676878e-05,1.519874876976246e-05,2.0321720512583852e-05,7.110169008228695e-06,-5.016013892600313e-05,-2.5438623197260313e-05
1739365098829.7322,-3.4110398701159284e-05,1.3680669326276984e-05,1.8460284991306253e-05,5.842336122441338e-06,-3.99699347326532e-05,-1.2817696187994443e-05
1739365098830.2356,-4.506147524807602e-05,1.5050180081743747e-05,2.2506332243210636e-05,4.662547326006461e-06,-5.0137914513470605e-05,-1.967836760741193e-05
1739365098830.7388,-3.8532769394805655e-05,1.4678246770927217e-05,1.9005954527528957e-05,5.73388570046518e-06,-4.1107134165940806e-05,-1.310824245592812e-05
1739365098831.2422,-4.3863921746378765e-05,1.6607331417617388e-05,1.8738410290097818e-05,7.555510819656774e-06,-4.5092107029631734e-05,-1.624139622435905e-05
1739365098831.7456,-3.912985266651958e-05,1.617101406736765e-05,1.5876370525802486e-05,6.732701422151877e-06,-3.946742435800843e-05,-1.1479366548883263e-05
1739365098832.249,-4.343475302448496e-05,1.706722287053708e-05,1.6568872524658218e-05,6.362216026900569e-06,-4.272975638741627e-05,-1.3654959730047267e-05
1739365098832.7522,-4.033029108541086e-05,1.663367402215954e-05,1.5777497537783347e-05,6.807018507970497e-06,-3.953021951019764e-05,-9.239420251105912e-06
