0,1,2,3,4,5,6,7,8,time
4965,1095907072,0,0.1151,0.0,-0.1321,-0.0557,0.0541,-0.0067,1739336944568.4531
4966,1263679232,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0134,1739336944578.4548
4967,1431451392,0,0.1151,0.0231,0.0,-0.0557,0.0632,-0.0134,1739336944588.4563
4968,1599223552,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0067,1739336944598.4578
4969,1766995712,0,0.0921,0.0,0.0,-0.0464,0.0632,-0.0067,1739336944608.4592
4970,1934767872,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0067,1739336944618.4607
4971,2102540032,0,0.0921,0.0231,-0.1321,-0.0464,0.0632,-0.0134,1739336944628.4622
4972,2270312192,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0067,1739336944638.4636
4973,2438084352,0,0.1151,0.0231,0.0,-0.0557,0.0632,-0.0134,1739336944648.4653
4974,2605856512,0,0.0921,0.0231,-0.1321,-0.0557,0.0451,-0.0067,1739336944658.4668
4975,2773628672,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944668.4683
4976,2941400832,0,0.1151,0.0,-0.1321,-0.0557,0.0451,-0.0067,1739336944678.4697
4977,3109172992,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944688.4712
4978,3276945152,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0201,1739336944698.4727
4979,3444717312,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0201,1739336944708.4744
4980,3612489472,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944718.4758
4981,3780261632,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944728.4773
4982,3948033792,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944738.4788
4983,4115805952,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944748.4802
4984,4283578112,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336944758.4817
4985,156448512,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944768.4832
4986,324220672,0,0.0921,0.0,-0.1321,-0.0464,0.0632,-0.0134,1739336944778.4849
4987,491992832,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944788.4863
4988,659764992,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944798.4878
4989,827537152,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944808.4893
4990,995309312,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944818.4907
4991,1163081472,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944828.4922
4992,1330853632,0,0.0921,0.0462,-0.1321,-0.0464,0.0541,-0.0134,1739336944838.4937
4993,1498625792,0,0.1151,0.0462,0.0,-0.0371,0.0632,-0.0201,1739336944848.4954
4994,1666397952,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944858.4968
4995,1834170112,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944868.4983
4996,2001942272,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944878.4998
4997,2169714432,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0067,1739336944888.5012
4998,2337486592,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0134,1739336944898.5027
4999,2505258752,0,0.1151,0.0,0.0,-0.0464,0.0541,-0.0134,1739336944908.5042
5000,2673030912,0,0.1151,0.0,0.0,-0.0464,0.0541,-0.0134,1739336944918.5059
5001,2840803072,0,0.0921,0.0231,0.0,-0.0557,0.0632,-0.0134,1739336944928.5073
5002,3008575232,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944938.5088
5003,3176347392,0,0.1151,0.0462,-0.1321,-0.0464,0.0541,-0.0134,1739336944948.5103
5004,3344119552,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944958.5117
5005,3511891712,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944968.5132
5006,3679663872,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944978.5146
5007,3847436032,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944988.5164
5008,4015208192,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336944998.5178
5009,4182980352,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336945008.5193
5010,55850752,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336945018.5208
5011,223622912,0,0.1151,0.0231,-0.1321,-0.0464,0.0632,-0.0067,1739336945028.5222
5012,391395072,0,0.0921,0.0231,-0.2643,-0.0464,0.0451,-0.0134,1739336945038.5237
5013,559167232,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945048.5251
5014,726939392,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336945058.5269
5015,894711552,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336945068.5283
5016,1062483712,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336945078.5298
5017,1230255872,0,0.0921,0.0,-0.2643,-0.0464,0.0451,-0.0067,1739336945088.5312
5018,1398028032,0,0.0921,0.0231,-0.2643,-0.0464,0.0451,-0.0067,1739336945098.5327
5019,1565800192,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336945108.5342
5020,1733572352,0,0.1382,0.0,-0.2643,-0.0464,0.0451,-0.0067,1739336945118.5356
5021,1901344512,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336945128.5374
5022,2069116672,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336945138.5388
5023,2236888832,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336945148.5403
5024,2404660992,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945158.5417
5025,2572433152,0,0.0921,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945168.5432
5026,2740205312,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336945178.5447
5027,2907977472,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336945188.5461
5028,3075749632,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945198.5479
5029,3243521792,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336945208.5493
5030,3411293952,0,0.1151,0.0231,-0.1321,-0.0278,0.0541,-0.0134,1739336945218.5508
5031,3579066112,0,0.1151,0.0,0.0,-0.0371,0.0632,-0.0201,1739336945228.5522
5032,3746838272,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945238.5537
5033,3914610432,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336945248.5552
5034,4082382592,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336945258.5566
5035,4250154752,0,0.0921,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945268.5583
5036,123025152,0,0.1382,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945278.5598
5037,290797312,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945288.5613
5038,458569472,0,0.1151,0.0,-0.1321,-0.0371,0.0541,-0.0268,1739336945298.5627
5039,626341632,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336945308.5642
5040,794113792,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945318.5657
5041,961885952,0,0.0921,0.0,-0.1321,-0.0371,0.0541,-0.0067,1739336945328.5674
5042,1129658112,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0067,1739336945338.5688
5043,1297430272,0,0.1151,0.0231,-0.1321,-0.0464,0.0632,-0.0134,1739336945348.5703
5044,1465202432,0,0.1151,0.0,0.0,-0.0464,0.0632,-0.0067,1739336945358.5718
5045,1632974592,0,0.1151,0.0,0.0,-0.0464,0.0632,-0.0134,1739336945368.5732
5046,1800746752,0,0.1151,0.0,-0.1321,-0.0464,0.0632,-0.0134,1739336945378.5747
5047,1968518912,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945388.5762
5048,2136291072,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945398.578
5049,2304063232,0,0.1151,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945408.5793
5050,2471835392,0,0.1151,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945418.5808
5051,2639607552,0,0.0921,0.0,-0.1321,-0.0278,0.0541,-0.0134,1739336945428.5823
5052,2807379712,0,0.0921,0.0,-0.1321,-0.0371,0.0541,-0.0201,1739336945438.5837
5053,2975151872,0,0.1382,0.0231,0.0,-0.0371,0.0632,-0.0201,1739336945448.5852
5054,3142924032,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0201,1739336945458.5867
5055,3310696192,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0201,1739336945468.5884
5056,3478468352,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945478.5898
5057,3646240512,0,0.1382,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945488.5913
5058,3814012672,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0067,1739336945498.5928
5059,3981784832,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945508.5942
5060,4149556992,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945518.5957
5061,22427392,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0134,1739336945528.5972
5062,190199552,0,0.1151,0.0231,-0.1321,-0.0371,0.0541,-0.0067,1739336945538.5989
5063,357971712,0,0.1382,0.0,0.0,-0.0371,0.0632,-0.0134,1739336945548.6003
5064,525743872,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0067,1739336945558.6018
5065,693516032,0,0.0921,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945568.6033
5066,861288192,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0067,1739336945578.6047
5067,1029060352,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0067,1739336945588.6062
5068,1196832512,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0067,1739336945598.6077
5069,1364604672,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0067,1739336945608.6094
5070,1532376832,0,0.0921,0.0,0.0,-0.0464,0.0632,-0.0134,1739336945618.6108
5071,1700148992,0,0.0921,0.0,0.0,-0.0464,0.0541,-0.0067,1739336945628.6123
5072,1867921152,0,0.1151,0.0,-0.1321,-0.0371,0.0541,-0.0134,1739336945638.6138
5073,2035693312,0,0.1151,0.0462,-0.1321,-0.0371,0.0541,-0.0134,1739336945648.6152
5074,2203465472,0,0.0921,0.0462,-0.1321,-0.0371,0.0541,-0.0134,1739336945658.6167
5075,2371237632,0,0.0921,0.0462,0.0,-0.0464,0.0632,-0.0201,1739336945668.6182
5076,2539009792,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945678.6199
5077,2706781952,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0134,1739336945688.6213
5078,2874554112,0,0.0921,0.0231,0.0,-0.0371,0.0632,-0.0201,1739336945698.6228
5079,3042326272,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0134,1739336945708.6243
5080,3210098432,0,0.0921,0.0462,-0.1321,-0.0371,0.0541,-0.0201,1739336945718.6257
5081,3377870592,0,0.0921,0.0231,-0.1321,-0.0371,0.0541,-0.0134,1739336945728.6272
5082,3545642752,0,0.0691,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336945738.6287
5083,3713414912,0,0.1151,0.0231,0.0,-0.0371,0.0632,-0.0134,1739336945748.6304
5084,3881187072,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0134,1739336945758.6318
5085,4048959232,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0134,1739336945768.6333
5086,4216731392,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0201,1739336945778.6348
5087,89601792,0,0.0691,0.0462,0.0,-0.0464,0.0632,-0.0134,1739336945788.6362
5088,257373952,0,0.0921,0.0231,0.0,-0.0464,0.0632,-0.0067,1739336945798.6377
5089,425146112,0,0.0691,0.0231,0.0,-0.0464,0.0632,-0.0067,1739336945808.6392
5090,592918272,0,0.0921,0.0,0.0,-0.0464,0.0632,-0.0134,1739336945818.6409
5091,760690432,0,0.1151,0.0,0.1321,-0.0557,0.0541,-0.0201,1739336945828.6423
5092,928462592,0,0.0921,0.0231,0.0,-0.0464,0.0541,-0.0134,1739336945838.6438
5093,1096234752,0,0.1151,0.0231,0.0,-0.0464,0.0541,-0.0134,1739336945848.6453
